,Index,Lemma,Derived Word,Context
12101,12102,पराजित,पराजित,हाथों पराजित होने
12102,12103,बघरा,बघरा,ने बघरा सीट
12103,12104,अनुराधा,अनुराधा,मंत्री अनुराधा चौधरी
12104,12105,प्रेमलता,प्रेमलता,की प्रेमलता देवी
12105,12106,नाक,नाक,अपनी नाक बचाने
12106,12107,इगलास,इगलास,की इगलास सीट
12107,12108,मलखान,मलखान,चौधरी मलखान सिंह
12108,12109,मगन,मगन,राम मगन ने
12109,12110,धर्मी,धर्मी,की धर्मी देवी
12110,12111,मिल्कीपुर,मिल्कीपुर,तरह मिल्कीपुर में
12111,12112,राजू,राजू,संजय राजू और
12112,12113,अजीम,अजीम,व्यावसायी अजीम प्रेमजी
12113,12114,अशरफ,अशरफ,मोहम्मद अशरफ खान
12114,12115,छीन,छीनी,से छीनी है
12115,12116,निकटतम,निकटतम,अपने निकटतम प्रतिद्वंद्वी
12116,12117,रफी,रफी,प्रत्याशी रफी अहमद
12117,12118,कांगड़ा,कांगड़ा,बाद कांगड़ा जिले
12118,12119,गुलेर,गुलेर,की गुलेर विधानसभा
12119,12120,द्वारहाट,द्वारहाट,के द्वारहाट विधानसभा
12120,12121,उक्रांद,उक्रांद,में उक्रांद के
12121,12122,पुष्पेश,पुष्पेश,के पुष्पेश त्रिपाठी
12122,12123,नेगी,नेगी,महेश नेगी को
12123,12124,बालाघाट,बालाघाट,ने बालाघाट विधानसभा
12124,12125,मोहता,मोहता,लेकिन मोहता सीट
12125,12126,एमआईएम,एमआईएम,में एमआईएम प्रत्याशी
12126,12127,मोअज्जम,मोअज्जम,मोहम्मद मोअज्जम खान
12127,12128,आसिफनगर,आसिफनगर,खान आसिफनगर से
12128,12129,जीत,जीते,से जीते जबकि
12129,12130,सिद्दीपेट,सिद्दीपेट,जबकि सिद्दीपेट सीट
12130,12131,जोड़ाबागान,जोड़ाबागान,की जोड़ाबागान श्यामपुकुर
12131,12132,श्यामपुकुर,श्यामपुकुर,जोड़ाबागान श्यामपुकुर और
12132,12133,इन्टाली,इन्टाली,और इन्टाली सीटों
12133,12134,पोइनगुइनिम,पोइनगुइनिम,ने पोइनगुइनिम विधानसभा
12134,12135,गवाँ,गवांनी,सीट गवांनी पड़ी
12135,12136,अभय,अभय,सांसद अभय प्रताप
12136,12137,थिप्से,थिप्से,अभय थिप्से की
12137,12138,रो,रोने,तथा रोने लगा
12138,12139,भोईवाडा,भोईवाडा,ने भोईवाडा पुलिस
12139,12140,लॉकअप,लॉकअप,को लॉकअप में
12140,12141,मैं,मुझ,वह मुझ पर
12141,12142,चिल्ला,चिल्लाती,पर चिल्लाती रहती
12142,12143,मांसाहारी,मांसाहारी,जाहिरा मांसाहारी भोजन
12143,12144,दुप्पटा,दुप्पटा,लिए दुप्पटा मांग
12144,12145,जहीरा,जहीरा,वह जहीरा को
12145,12146,पौन,पौन,करीब पौन घंटे
12146,12147,पोछ,पोछते,आंसू पोछते देखा
12147,12148,बरताव,बरताव,हुए बरताव से
12148,12149,असमंजस,असमंजस,कांग्रेस असमंजस में
12149,12150,विफलता,विफलताओं,' विफलताओं '
12150,12151,कूलने,कूलने,और कूलने ने
12151,12152,गाछुआपाड़ा,गाछुआपाड़ा,से गाछुआपाड़ा स्थित
12152,12153,शिष्टाचार,शिष्टाचार,को शिष्टाचार बैठक
12153,12154,उपस्तंभ,उपस्तंभ,के उपस्तंभ संख्या
12154,12155,गर्मजोशी,गर्मजोशी,पर गर्मजोशी के
12155,12156,बीडीआर,बीडीआर,( बीडीआर )
12156,12157,फायदेमंद,फायदेमंद,बैठक फायदेमंद रही
12157,12158,मैत्रीपूर्ण,मैत्रीपूर्ण,बीच मैत्रीपूर्ण संबंध
12158,12159,जबरदस्ती,जबरदस्ती,साथ जबरदस्ती की
12159,12160,मोनाजिर,मोनाजिर,मंत्री मोनाजिर हुसैन
12160,12161,बीत,बीत,ज्यादा बीत गए
12161,12162,खरमास,खरमास,कि खरमास अभी
12162,12163,प्रतिष्ठा,प्रतिष्ठा,कि प्रतिष्ठा बनाना
12163,12164,पंडित,पंडितों,कश्मीरी पंडितों की
12164,12165,रसूल,रसूल,हबीब रसूल ने
12165,12166,डार,डार,अहमद डार ने
12166,12167,एनएन,एनएन,मध्यस्थ एनएन वोहरा
12167,12168,संवादाता,संवादाताओं,बाद संवादाताओं को
12168,12169,पुरुष,पुरुषों,दर पुरुषों को
12169,12170,मश्विरा,मश्विरा,सलाह मश्विरा कहा
12170,12171,सज्जाद,सज्जाद,के सज्जाद लोन
12171,12172,टेबिल,टेबिल,राउंड टेबिल कांफ्रेंस
12172,12173,एनकाउंटर,एनकाउंटर,के एनकाउंटर स्पेशलिस्ट
12173,12174,स्पेशलिस्ट,स्पेशलिस्ट,एनकाउंटर स्पेशलिस्ट रहे
12174,12175,दया,दया,एडमिरल दया संदागिरी
12175,12176,गुण,गुणों,के गुणों व
12176,12177,मेरिट,मेरिट,( मेरिट )
12177,12178,खटखटा,खटखटाया,दरवाजा खटखटाया था
12178,12179,ज्ञात,ज्ञात,उसके ज्ञात चंद्रमाओं
12179,12180,पडाते,पडाते,राजेंद्र पडाते की
12180,12181,कोमल,कोमल,मजिस्ट्रेट कोमल राम
12181,12182,खुंखार,खुंखार,में खुंखार अपराधियों
12182,12183,निरोधक,निरोधक,भ्रष्टाचार निरोधक कानून
12183,12184,सागीपोरा,सागीपोरा,के सागीपोरा गांव
12184,12185,रायफल,रायफल,एके रायफल आठ
12185,12186,मैगजीन,मैगजीन,राइफल मैगजीन ग्रेनेड
12186,12187,यूबीजीएल,यूबीजीएल,दो यूबीजीएल बरामद
12187,12188,संबल,संबल,ही संबल इलाके
12188,12189,हाजम,हाजम,अहमद हाजम उर्फ
12189,12190,इक्यावन,इक्यावन,गए इक्यावन समूह
12190,12191,ऑपरेटर,ऑपरेटर,केबल ऑपरेटर को
12191,12192,दुग्ध,दुग्ध,और दुग्ध विकास
12192,12193,डेयरी,डेयरी,राष्ट्रीय डेयरी विकास
12193,12194,प्रोफेशनल,प्रोफेशनल,भारतीय प्रोफेशनल तैयार
12194,12195,मत्स्य,मत्स्य,एवं मत्स्य मंत्री
12195,12196,पालक,पालकों,मछली पालकों को
12196,12197,रियायत,रियायतें,की रियायतें देने
12197,12198,रूचि,रूचि,में रूचि रखने
12198,12199,वीन,वीनने,उसके वीनने की
12199,12200,वैल्यू,वैल्यू,अलावा वैल्यू एडेड
12200,12201,एडेड,एडेड,वैल्यू एडेड प्रोडक्ट
12201,12202,प्रतिस्पर्धा,प्रतिस्पर्धा,को प्रतिस्पर्धा का
12202,12203,गर्विनिंग,गवर्निंग,एक गवर्निंग बॉडी
12203,12204,बॉडी,बॉडी,गवर्निंग बॉडी संचालित
12204,12205,पालक,पालक,मत्स्य पालक संस्थाओं
12205,12206,इष्ट,इष्ट,वकील इष्ट देव
12206,12207,जयमंगल,जयमंगल,डीएम जयमंगल से
12207,12208,डिकोम,डिकोम,दूर डिकोम के
12208,12209,प्रचंड,प्रचंड,ही प्रचंड लहरों
12209,12210,अग्निशमन,अग्निशमन,स्थानीय अग्निशमन कर्मचारियों
12210,12211,ओआईएल,ओआईएल,कुआं ओआईएल का
12211,12212,धारण,धारण,नारीवेश धारण कर
12212,12213,कुआँ,कुआं,यह कुआं ओआईएल
12213,12214,तालुकदार,तालुकदार,महाप्रबंधक तालुकदार ने
12214,12215,मशीन,मशीनें,क्लोनिंग मशीनें और
12215,12216,मंगा,मंगा,फ्लडलाइट मंगा सकता
12216,12217,बह,बहना,तेल बहना शुरू
12217,12218,ह्यूस्टन,ह्यूस्टन,विशेषज्ञ ह्यूस्टन स्थित
12218,12219,बूट्स,बूट्स,स्थित बूट्स एंड
12219,12220,कूट्स,कूट्स,एंड कूट्स इंटरनेशनल
12220,12221,वेल,वेल,समझाने वेल की
12221,12222,इंक,इंक,कंट्रोल इंक से
12222,12223,कुआँ,कुओं,गैस कुओं में
12223,12224,बरकाकाटी,बरकाकाटी,प्रशांत बरकाकाटी ने
12224,12225,बुझा,बुझाने,आग बुझाने के
12225,12226,कटिंग,कटिंग,जेट कटिंग तकनीक
12226,12227,लपट,लपटों,की लपटों पर
12227,12228,किलोलीटर,किलोलीटर,में किलोलीटर पानी
12228,12229,जलन,जलन,में जलन और
12229,12230,पेट,पेट,का पेट भरने
12230,12231,थ्रिलर,थ्रिलर,इस थ्रिलर की
12231,12232,प्रोड्यूसर,प्रोड्यूसर,के प्रोड्यूसर '
12232,12233,ट्वंटिएथ,ट्वंटिएथ,' ट्वंटिएथ सेंचुरी
12233,12234,सेंचुरी,सेंचुरी,हाफ सेंचुरी बनाई
12234,12235,फॉक्स,फॉक्स,सेंचुरी फॉक्स फिल्म
12235,12236,नकल,नक़ल,की नक़ल है
12236,12237,टेलीफिल्म,टेलीफिल्म,जी टेलीफिल्म लिमिटेड
12237,12238,एमी,एमी,में एमी अवार्ड
12238,12239,नोमिनी,नोमिनी,अवार्ड नोमिनी कीफर
12239,12240,कीफर,कीफर,नोमिनी कीफर स्युदरलैंड
12240,12241,स्युदरलैंड,स्युदरलैंड,कीफर स्युदरलैंड ने
12241,12242,लाँच,लाँच,से लाँच करते
12242,12243,नरेंद्र,नरेन्द्र,के नरेन्द्र कुशवाहा
12243,12244,कुशवाहा,कुशवाहा,नरेन्द्र कुशवाहा समिति
12244,12245,डॉट,डॉट,तो डॉट ओआरजी
12245,12246,कॉम,कॉम,डॉट कॉम के
12246,12247,अनिरुद्ध,अनिरुद्ध,के अनिरुद्ध बहल
12247,12248,बहल,बहल,प्रकाश बहल के
12248,12249,रिपोर्टर,रिपोर्टरों,तीन रिपोर्टरों को
12249,12250,प्रदीप,प्रदीप,के प्रदीप जैन
12250,12251,ला,लाये,में लाये जा
12251,12252,खेप,खेप,इस खेप को
12252,12253,बावकर,बावकर,जज बावकर ने
12253,12254,सिद्दकी,सिद्दकी,रियाज सिद्दकी बम
12254,12255,हुडको,हुडको,पूर्ति हुडको व
12255,12256,चल,चलकर,पैदल चलकर स्कूल
12256,12257,विसंगती,विसंगतियाँ,में विसंगतियाँ मौजूद
12257,12258,फासला,फासला,का फासला था
12258,12259,कनेक्टिविटी,कनेक्टिविटी,वहां कनेक्टिविटी नहीं
12259,12260,सुधार,सुधारी,कनेक्टिविटी सुधारी जाएगी
12260,12261,फ्लीट,फ्लीट,में फ्लीट की
12261,12262,बोली,बोलियां,तो बोलियां लगाने
12262,12263,निश्चिंत,निश्चिंत,अब निश्चिंत हैं
12263,12264,दुर्घटनावश,दुर्घटनावश,किसी दुर्घटनावश किसी
12264,12265,सेवक,सेवकों,कार सेवकों की
12265,12266,रच,रच,साजिश रच रहा
12266,12267,घृणा,घृणा,खिलाफ घृणा का
12267,12268,जेवीजी,जेवीजी,व जेवीजी फाइनेंस
12268,12269,चिराग,चिराग,शाम चिराग दिल्ली
12269,12270,राजनीतिक,राजनीतिकों,भारतीय राजनीतिकों की
12270,12271,धोखा,धोखा,को धोखा देने
12271,12272,अनिता,अनिता,डीसीपी अनिता रॉय
12272,12273,कांट्रेक्टर,कांट्रेक्टर,मामूली कांट्रेक्टर था
12273,12274,कमा,कमा,लाभ कमा रहा
12274,12275,केमिकल,केमिकल्स,पेट्रो केमिकल्स जेवीजी
12275,12276,डिपार्टमेंटल,डिपार्टमेंटल,जेवीजी डिपार्टमेंटल व
12276,12277,दोगुना,दोगुने,उपकरण दोगुने कर
12277,12278,तिगुना,तिगुने,दोगुने तिगुने करने
12278,12279,झाँसा,झांसा,का झांसा देता
12279,12280,नजर,नजरें,की नजरें बंगलोर
12280,12281,बचा,बचाकर,नजरें बचाकर गुड़गांव
12281,12282,प्रॉपर्टी,प्रॉपर्टी,में प्रॉपर्टी का
12282,12283,प्रॉपटी,प्रॉपटी,ही प्रॉपटी कई
12283,12284,बल्ला,बल्ला,सुनहरा बल्ला भेंट
12284,12285,रूठ,रूठा,बल्ला रूठा हुआ
12285,12286,मध्यक्रम,मध्यक्रम,के मध्यक्रम के
12286,12287,कैफ़,कैफ़,मोहम्मद कैफ़ श्रीधरन
12287,12288,वसीम,वसीम,बल्लेबाज वसीम जाफर
12288,12289,जाफर,जाफर,वसीम जाफर को
12289,12290,उल्टी,उल्टियों,लगातार उल्टियों के
12290,12291,उतर,उतरेंगे,पर उतरेंगे इस
12291,12292,जूस,जूस,सिर्फ जूस और
12292,12293,फार्म,फार्म,कि फार्म पैकेज
12293,12294,बदन,बदन,सिर बदन और
12294,12295,उल्टी,उल्टियाँ,कई उल्टियाँ भी
12295,12296,एंटीबॉयोटिक,एंटीबॉयोटिक,हुए एंटीबॉयोटिक भी
12296,12297,सहज,सहज,संबंध सहज हो
12297,12298,वायरल,वायरल,द्रविड़ वायरल के
12298,12299,मंडरा,मंडराने,बादल मंडराने शुरू
12299,12300,कोकब,कोकब,मंत्री कोकब हमीद
12300,12301,हमीद,हमीद,कोकब हमीद ने
12301,12302,ओल्ड,ओल्ड,ने ओल्ड फरीदाबाद
12302,12303,बॉयज़,बॉयज़,ओल्ड बॉयज़ एसोसिएशन
12303,12304,ताकत,ताकतें,धर्मनिरपेक्ष ताकतें हैं
12304,12305,गिर,गिरते,के गिरते ही
12305,12306,आदमी,आदमियों,अपने आदमियों को
12306,12307,काटजू,काटजू,पर काटजू स्मृति
12307,12308,व्याख्यानमाला,व्याख्यानमाला,वार्षिक व्याख्यानमाला में
12308,12309,गॉडफादर,गॉडफादर,अपना गॉडफादर बनाएं
12309,12310,सोच,सोचिये,तो सोचिये हमारी
12310,12311,आतुर,आतुर,कदर आतुर हैं
12311,12312,बायोडाटा,बायोडाटा,को बायोडाटा के
12312,12313,सत्यनिष्ठा,सत्यनिष्ठा,और सत्यनिष्ठा ही
12313,12314,मिदनापुर,मिदनापुर,केंद्र मिदनापुर था
12314,12315,पुरुलिया,पुरुलिया,और पुरुलिया में
12315,12316,बांकुरा,बांकुरा,जबकि बांकुरा और
12316,12317,सूर्यकांत,सूर्यकांत,मंत्री सूर्यकांत मिश्र
12317,12318,नारायणगढ़,नारायणगढ़,के नारायणगढ़ में
12318,12319,लघु,लघु,में लघु बचत
12319,12320,नंदगोपाल,नंदगोपाल,मंत्री नंदगोपाल भट्टाचार्य
12320,12321,दांतन,दांतन,( दांतन )
12321,12322,तैराक,तैराक,और तैराक बुला
12322,12323,नंदनपुर,नंदनपुर,पर नंदनपुर से
12323,12324,अर्धसैनिक,अर्धसैनिक,और अर्धसैनिक बलों
12324,12325,पीडीएस,पीडीएस,सीट पीडीएस के
12325,12326,फौजी,फौजियों,रिटायर्ड फौजियों को
12326,12327,हिस्ट्री,हिस्ट्री,मिलिटरी हिस्ट्री और
12327,12328,करंट,करंट,वाला करंट रोक
12328,12329,पढ़ा,पढ़ाने,से पढ़ाने जैसे
12329,12330,ऑडिटर,ऑडिटर,एंड ऑडिटर जनरल
12330,12331,जेंटलमेन,जेंटलमेन,अनुरूप जेंटलमेन कैडेट्स
12331,12332,कैडेट,कैडेट्स,जेंटलमेन कैडेट्स की
12332,12333,भरती,भरती,में भरती कराया
12333,12334,इंतजामात,इंतजामात,फौजी इंतजामात से
12334,12335,अकादमी,अकादमियों,कि अकादमियों में
12335,12336,उत्साहजनक,उत्साहजनक,काफी उत्साहजनक तथा
12336,12337,पोस्टिंग,पोस्टिंग,की पोस्टिंग अभी
12337,12338,एनसीसी,एनसीसी,( एनसीसी )
12338,12339,स्कूल,स्कूल्स,ट्रेनिंग स्कूल्स में
12339,12340,हर्ज,हर्ज,कोई हर्ज नहीं
12340,12341,युद्घ,युद्घ,की युद्घ विराम
12341,12342,अपना,अपनानी,रणनीति अपनानी चाहिए
12342,12343,रणनीति,रणनीतियों,इन रणनीतियों पर
12343,12344,डेटाबेस,डेटाबेस,यह डेटाबेस भी
12344,12345,अकाल,अकाल,जरिए अकाल तख्त
12345,12346,हुक्मनामा,हुक्मनामे,जारी हुक्मनामे के
12346,12347,ग्रंथ,ग्रंथ,आदि ग्रंथ के
12347,12348,पावन,पावन,के पावन स्वरूप
12348,12349,मैरिज,मैरिज,जत्थेबंदियों मैरिज पैलेस
12349,12350,जगमीत,जगमीत,महासचिव जगमीत सिंह
12350,12351,मीत,मीत,सिंह मीत ने
12351,12352,पैलेस,पैलेस,वाली पैलेस ऑन
12352,12353,संगत,संगत,ने संगत के
12353,12354,बेअदबी,बेअदबी,की बेअदबी से
12354,12355,साहिबान,साहिबानों,सिंह साहिबानों ने
12355,12356,जत्थेबंदी,जत्थेबंदियों,सिख जत्थेबंदियों मैरिज
12356,12357,संचालक,संचालकों,के संचालकों गुरुद्वारा
12357,12358,कमेटी,कमेटियों,गुरुद्वारा कमेटियों के
12358,12359,सोसायटी,सोसायटियों,सेवा सोसायटियों ग्रंथी
12359,12360,ग्रंथी,ग्रंथी,सोसायटियों ग्रंथी सिंहों
12360,12361,रागी,रागी,और रागी जत्थों
12361,12362,जत्था,जत्थों,रागी जत्थों को
12362,12363,खरीद,खरीदना,जमीन खरीदना कोई
12363,12364,साधारण,साधारण,कोई साधारण बात
12364,12365,प्लाट,प्लाट,एकड़ प्लाट का
12365,12366,एडीएई,एडीएई,कंपनी एडीएई ने
12366,12367,निविदा,निविदा,को निविदा के
12367,12368,बोली,बोली,एक बोली कर्ता
12368,12369,रीजन,रीजन,मेट्रोपोलिटन रीजन डेवलपमेंट
12369,12370,एग्जिबिशन,एग्ज़िबिशन,व एग्ज़िबिशन सेंटर
12370,12371,तोप,तोपों,की तोपों को
12371,12372,पराक्रम,पराक्रम,ऑपरेशन पराक्रम '
12372,12373,आन,आन,जरूरत आन पड़ी
12373,12374,कारखाना,कारखानों,और कारखानों से
12374,12375,ऑडिट,ऑडिट,एंड ऑडिट द्वारा
12375,12376,ऑर्डनेंस,ऑर्डनेंस,उसने ऑर्डनेंस फैक्टरी
12376,12377,ओएफबी,ओएफबी,( ओएफबी )
12377,12378,एमएम,एमएम,नौ एमएम की
12378,12379,स्टोर,स्टोर्स,ऑफ स्टोर्स के
12379,12380,हेड,हेड,के हेड कांस्टेबल
12380,12381,जरूरत,जरूरतें,से जरूरतें पूरी
12381,12382,दस्तावेजी,दस्तावेजी,को दस्तावेजी सबूत
12382,12383,अलाप,अलापा,फिर अलापा है
12383,12384,कोंडोलिजा,कोंडोलिजा,मंत्री कोंडोलिजा राइस
12384,12385,मायूस,मायूस,फिर मायूस किया
12385,12386,कोंडोलीजा,कोंडोलीजा,मंत्री कोंडोलीजा राइस
12386,12387,युद्घक,युद्घक,एफ युद्घक विमानों
12387,12388,विजन,विजन,पर विजन डॉक्यूमेंट
12388,12389,स्थायित्व,स्थायित्व,और स्थायित्व को
12389,12390,समझ,समझता,कोई समझता है
12390,12391,नसीबुल्ला,नसीबुल्ला,भाई नसीबुल्ला के
12391,12392,पांचवा,पांचवा,नसीबुल्ला पांचवा चश्मदीद
12392,12393,बेहोश,बेहोश,के बेहोश हो
12393,12394,मंजुला,मंजुला,वकील मंजुला राव
12394,12395,भांप,भांपते,को भांपते हुए
12395,12396,नाटो,नाटो,भी नाटो शक्ति
12396,12397,एहमियत,एहमियत,ज्यादा एहमियत दिया
12397,12398,खटक,खटक,भी खटक रही
12398,12399,सर्च,सर्च,यह सर्च मशीन
12399,12400,गूगल,गूगल,कि गूगल के
12400,12401,डेबी,डेबी,प्रवक्ता डेबी फ्रोस्ट
12401,12402,फ्रोस्ट,फ्रोस्ट,डेबी फ्रोस्ट ने
12402,12403,मैप,मैप्स,गूगल मैप्स के
12403,12404,अग्रणी,अग्रणी,के अग्रणी बिजनेस
12404,12405,मशीन,मशीन,एक मशीन में
12405,12406,आपातकालीन,आपातकालीन,में आपातकालीन बैठक
12406,12407,हरीकेन,हरीकेन,और हरीकेन जैसी
12407,12408,आईएएनएस,आईएएनएस,ने आईएएनएस से
12408,12409,माइक्रोसॉफ्ट,माइक्रोसॉफ्ट,जबकि माइक्रोसॉफ्ट के
12409,12410,टेरासर्वर,टेरासर्वर,माइक्रोसॉफ्ट टेरासर्वर नेशनल
12410,12411,ज्योग्राफिक,ज्योग्राफिक,नेशनल ज्योग्राफिक मैप
12411,12412,जूलॉजीकल,जूलॉजीकल,यूएस जूलॉजीकल सर्वे
12412,12413,वेबसाइट,वेबसाइटों,इंटरनेट वेबसाइटों के
12413,12414,गच्चीबोवली,गच्चीबोवली,स्थित गच्चीबोवली स्टेडियम
12414,12415,महाधिवेशन,महाधिवेशन,इसके महाधिवेशन में
12415,12416,वर्गीकरण,वर्गीकरण,अलावा वर्गीकरण विज्ञान
12416,12417,मादिगा,मादिगा,लेकर मादिगा रिजर्वेशन
12417,12418,पोरटा,पोरटा,रिजर्वेशन पोरटा समिति
12418,12419,एमआरपीएस,एमआरपीएस,( एमआरपीएस )
12419,12420,महानाडु,महानाडु,माला महानाडु की
12420,12421,मोहंती,मोहंती,महेश्वर मोहंती को
12421,12422,शाखा,शाखाओं,विभिन्न शाखाओं से
12422,12423,पलटन,पलटनें,की पलटनें तैनात
12423,12424,जना,जना,मंत्री जना रेड्डी
12424,12425,होटल,होटलों,सेंटॉर होटलों की
12425,12426,यासिर,यासिर,उर्फ यासिर का
12426,12427,मुल्ला,मुल्ला,प्रमुख मुल्ला उमर
12427,12428,शेरपाओ,शेरपाओ,खान शेरपाओ ने
12428,12429,वांछित,वांछितों,में वांछितों की
12429,12430,अफगान,अफगान,शेर अफगान खान
12430,12431,अबदुर्राब,अबदुर्राब,नेता अबदुर्राब रसूल
12431,12432,सैयाफ,सैयाफ,बहरहाल सैयाफ द्वारा
12432,12433,इत्तेहाद,इत्तेहाद,के इत्तेहाद ए
12433,12434,लड़ाका,लड़ाकों,लिए लड़ाकों से
12434,12435,मणिशकंर,मणिशकंर,मंत्री मणिशकंर अय्यर
12435,12436,एडमिनिस्ट्रेशन,एडमिनिस्ट्रेशन,लोकल एडमिनिस्ट्रेशन की
12436,12437,बमुश्किल,बमुश्किल,के बमुश्किल दो
12437,12438,रामेश्वर,रामेश्वर,उम्मीदवार रामेश्वर तेली
12438,12439,तेली,तेली,विधायक तेली दूसरी
12439,12440,गाज,गाज,पर गाज गिरी
12440,12441,सहिंता,सहिंता,आचार सहिंता का
12441,12442,दुलियाजान,दुलियाजान,के दुलियाजान विधानसभा
12442,12443,पोस्टर,पोस्टरों,ने पोस्टरों को
12443,12444,पेंट,पेंट,सफेद पेंट का
12444,12445,डिब्बा,डिब्बा,एक डिब्बा एवं
12445,12446,ब्रश,ब्रश,रैमर ब्रश किट
12446,12447,पीए,पीए,नेता पीए संगमा
12447,12448,संगमा,संगमा,से संगमा को
12448,12449,राष्ट्रवादी,राष्ट्रवादी,भीतर राष्ट्रवादी कांग्रेस
12449,12450,पिछला,पिछला,से पिछला सप्ताह
12450,12451,कलपुर्जा,कलपुर्जे,के कलपुर्जे की
12451,12452,कलपुर्जा,कलपुर्जो,में कलपुर्जो के
12452,12453,स्वीडन,स्वीडन,को स्वीडन फ्रांस
12453,12454,होवित्जर,होवित्जर,फील्ड होवित्जर के
12454,12455,डिस्ट्रीब्यूशन,डिस्ट्रीब्यूशन,ने डिस्ट्रीब्यूशन बॉक्स
12455,12456,बॉक्स,बॉक्स,अलग बॉक्स में
12456,12457,टॉक्र्यू,टॉक्र्यू,यूनिट टॉक्र्यू मोटर
12457,12458,पंप,पंप,व पंप आपरेटर
12458,12459,वेसेल,वेसेल,प्रेशर वेसेल सिलेंडर
12459,12460,सस्पेंशन,सस्पेंशन,सिलेंडर सस्पेंशन यूनिट
12460,12461,लेइंग,लेइंग,यूनिट लेइंग वॉल्व
12461,12462,वॉल्व,वॉल्व,लेइंग वॉल्व कंट्रोल
12462,12463,रैमर,रैमर,सी रैमर ब्रश
12463,12464,किट,किट,यह किट उपलब्ध
12464,12465,लेवलिंग,लेवलिंग,और लेवलिंग डिवाइस
12465,12466,डिवाइस,डिवाइस,लेवलिंग डिवाइस की
12466,12467,स्वामीनाथन,स्वामीनाथन,पर स्वामीनाथन ने
12467,12468,मूलभूत,मूलभूत,हमारे मूलभूत मित्रतापूर्ण
12468,12469,एग्रोफिजिक्स,एग्रोफिजिक्स,ऑफ एग्रोफिजिक्स के
12469,12470,आईएसएपी,आईएसएपी,( आईएसएपी )
12470,12471,घिल्डियाल,घिल्डियाल,में घिल्डियाल के
12471,12472,लेक्चर,लेक्चर,मेमोरियल लेक्चर में
12472,12473,भुला,भुलाया,को भुलाया नहीं
12473,12474,जैव,जैव,कि जैव ईंधन
12474,12475,उर्वरा,उर्वरा,जैव उर्वरा की
12475,12476,जूझ,जूझने,से जूझने के
12476,12477,माइक्रोन्यूट्रेंट,माइक्रोन्यूट्रेंट,ही माइक्रोन्यूट्रेंट पोषक
12477,12478,पोषक,पोषक,माइक्रोन्यूट्रेंट पोषक तत्वों
12478,12479,एपीएमसी,एपीएमसी,मिलकर एपीएमसी एक्ट
12479,12480,एरोनॉटिक्स,एरोनॉटिक्स,हिंदुस्तान एरोनॉटिक्स लिमिटेड
12480,12481,एचएएल,एचएएल,लिए एचएएल की
12481,12482,एएलएच,एएलएच,में एएलएच ध्रुव
12482,12483,बवेजा,बवेजा,अशोक बवेजा ने
12483,12484,एयरक्राफ्ट,एयरक्राफ्ट,रूसी एयरक्राफ्ट कैरियर
12484,12485,आईएआई,आईएआई,( आईएआई )
12485,12486,बेल,बेल,की बेल हेलीकॉप्टर्स
12486,12487,हेलीकॉप्टर,हेलीकॉप्टर्स,बेल हेलीकॉप्टर्स और
12487,12488,यूरोकॉप्टर,यूरोकॉप्टर,और यूरोकॉप्टर के
12488,12489,भरोसेमंद,भरोसेमंद,किसी भरोसेमंद फायनेंशियल
12489,12490,कंधा,कंधों,भरोसेमंद कंधों पर
12490,12491,कप्तानी,कप्तानी,की कप्तानी करेंगे
12491,12492,सौंवा,सौंवा,का सौंवा टेस्ट
12492,12493,असमय,असमय,इस असमय घोषणा
12493,12494,आत्मविश्वास,आत्मविश्वास,और आत्मविश्वास की
12494,12495,खेल,खेलकर,टेस्ट खेलकर सबसे
12495,12496,कुंबले,कुंबले,अनिल कुंबले हरभजन
12496,12497,प्लेट,प्लेट,आधार प्लेट क्लोजर
12497,12498,ट्रॉफी,ट्रॉफी,और ट्रॉफी दी
12498,12499,चयनकर्ता,चयनकर्ताओं,राष्ट्रीय चयनकर्ताओं ने
12499,12500,रोचक,रोचक,खासी रोचक है
12500,12501,त्रिकोणीय,त्रिकोणीय,में त्रिकोणीय सिरीज़
12501,12502,जिंबाब्वे,जिंबाब्वे,के जिंबाब्वे दौरे
12502,12503,ड्रा,ड्रा,से ड्रा खेली
12503,12504,खेल,खेली,ड्रा खेली थी
12504,12505,गरम,गरम,काफी गरम है
12505,12506,चीज,चीजें,सी चीजें तय
12506,12507,स्टेट्स,स्टेट्स,यूनाइटेड स्टेट्स एजेंसी
12507,12508,यूएसएआईडी,यूएसएआईडी,ने यूएसएआईडी कार्यालय
12508,12509,चिल्ड्रेन,चिल्ड्रेन,द चिल्ड्रेन के
12509,12510,कंबल,कंबल,धृत कंबल को
12510,12511,जैकेट,जैकेट,गरम जैकेट बांटे
12511,12512,केशुभाई,केशुभाई,नेता केशुभाई पटेल
12512,12513,एयरकंडीशन,एयरकंडीशन,लोग एयरकंडीशन कमरों
12513,12514,कमर,कमरों,के कमरों से
12514,12515,छोड़,छोड़ेंगे,को छोड़ेंगे उन्होंने
12515,12516,बदतर,बदतर,भी बदतर हालत
12516,12517,रामटहल,रामटहल,व रामटहल चौधरी
12517,12518,शत्रुघ्न,शत्रुघ्न,कि शत्रुघ्न सिन्हा
12518,12519,गर्त,गर्त,को गर्त में
12519,12520,अवनति,अवनति,की अवनति देख
12520,12521,भटक,भटक,से भटक गई
12521,12522,चैन,चैन,अमन चैन की
